File,Lines of Code,Num Plays,Avg Play Size,Num Tasks,Avg Task Size
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Common/tasks/Fedora.yml,201,0,0,30,6
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Common/tasks/FreeBSD.yml,51,0,0,7,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Common/tasks/MacOSX.yml,171,0,0,28,6
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Common/tasks/main.yml,38,0,0,4,6
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Common/tasks/openSUSE.yml,157,0,0,20,7
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Common/tasks/RedHat.yml,205,0,0,30,6
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Common/tasks/SLES.yml,304,0,0,33,9
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Common/tasks/Solaris.yml,410,0,0,52,8
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Common/tasks/Ubuntu.yml,165,0,0,25,6
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/criu/tasks/main.yml,214,0,0,20,11
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Crontab/tasks/main.yml,33,0,0,6,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/curl/tasks/main.yml,126,0,0,15,9
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Debug/tasks/main.yml,27,0,0,1,31
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/disable_gui/tasks/main.yml,23,0,0,3,8
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Docker/tasks/debian.yml,47,0,0,6,8
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Docker/tasks/main.yml,86,0,0,3,27
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Docker/tasks/rhel.yml,27,0,0,3,8
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Docker/tasks/sles.yml,25,0,0,3,8
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Docker/tasks/ubuntu.yml,65,0,0,9,7
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/DockerStatic/tasks/main.yml,250,0,0,23,9
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/freemarker/tasks/main.yml,51,0,0,8,8
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/gcc_10/tasks/main.yml,38,0,0,4,12
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/gcc_11/tasks/main.yml,38,0,0,4,12
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/gcc_48/tasks/main.yml,121,0,0,10,12
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/gcc_7/tasks/main.yml,64,0,0,8,11
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/gcc_9/tasks/main.yml,43,0,0,4,10
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Get_Vendor_Files/tasks/main.yml,49,0,0,7,7
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/git-hg/tasks/main.yml,40,0,0,7,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/GIT_Source/tasks/main.yml,113,0,0,11,10
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/gmake/tasks/main.yml,125,0,0,13,10
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/IPv6/tasks/main.yml,27,0,0,2,12
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/adoptium/infrastructure/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/jckservices_iptables/tasks/main.yml,91,0,0,11,6
