File,Lines of Code,Num Plays,Avg Play Size,Num Tasks,Avg Task Size
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/geerlingguy/ansible-for-devops/deployments-balancer/playbooks/deploy.yml,31,1,31,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/geerlingguy/ansible-for-devops/deployments-balancer/playbooks/provision.yml,28,3,9,0,0
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/geerlingguy/ansible-for-devops/deployments-rolling/playbooks/deploy.yml,38,1,38,7,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/geerlingguy/ansible-for-devops/deployments-rolling/playbooks/main.yml,2,0,0,2,1
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/geerlingguy/ansible-for-devops/deployments-rolling/playbooks/provision.yml,17,1,17,0,0
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/geerlingguy/ansible-for-devops/gluster/playbooks/provision.yml,33,1,33,3,8
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/add-remote-file.yml,7,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/auto_lvcreate_for_gluster.yml,39,1,32,5,6
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/backend-reset.yml,10,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/bootstrap-nfs-ganesha.yml,2,0,0,2,1
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/cache_setup.yml,34,1,34,7,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/check_package_installs_ganesha.yml,29,1,29,10,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/chkconfig_service.yml,7,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/client_volume_umount.yml,11,1,10,2,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/configure-services.yml,20,1,20,8,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/copy-ssh-key.yml,14,1,14,3,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/create-brick-dirs.yml,7,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/create-mount-points.yml,8,1,8,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/define_service_ports.yml,27,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/delete-line-remote-file.yml,10,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/delete-remote-file.yml,7,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/disable-nfs-ganesha.yml,6,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/disable-repos.yml,7,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/edit-remote-file.yml,9,1,8,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/enable-nfs-ganesha.yml,25,1,25,5,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/enable-repos.yml,7,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/enable-ssl.yml,4,0,0,4,1
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/firewalld-ports-op.yml,12,1,12,3,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/firewalld-service-op.yml,12,1,12,3,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/fscreate.yml,8,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/ganesha-bootstrap-new-nodes.yml,84,1,86,30,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/ganesha-cluster-add.yml,11,1,12,2,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/ganesha-cluster-delete.yml,7,1,8,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/ganesha-conf-create.yml,17,1,10,3,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/ganesha-fetch-keys-new-nodes.yml,10,1,8,2,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/ganesha-pcs-auth-new-nodes.yml,10,1,10,2,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/ganesha-refresh-config.yml,39,1,29,5,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/ganesha-volume-configs.yml,8,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/generate-public-key.yml,12,1,10,3,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/georep-fail-back.yml,19,1,12,3,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/georep-init-session-create.yml,10,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/georep-init-slave-mountbroker-setup.yml,13,1,14,3,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/georep-init-slave-pem-setup.yml,8,1,10,2,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/georep-init-slaves-glusterd-restart.yml,7,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/georep-init-slaves-group-setup.yml,11,1,11,3,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/georep-init-ssh-setup-master.yml,10,1,9,2,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/georep-session-config.yml,27,1,18,1,13
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/georep-session-delete.yml,9,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/georep-session-pause.yml,10,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/georep-session-resume.yml,10,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/georep-session-start.yml,10,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/georep-session-stop.yml,10,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-add-brick.yml,11,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-client-cifs-mount.yml,12,1,10,1,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-client-fuse-mount.yml,11,1,9,1,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-client-nfs-mount.yml,60,1,54,10,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-peer-detach.yml,11,1,8,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-peer-probe.yml,10,1,8,2,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-quota-disable.yml,9,1,8,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-quota-dsl.yml,8,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-quota-enable.yml,9,1,8,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-quota-limit-size.yml,10,1,8,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-quota-ops.yml,8,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-quota-remove.yml,9,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-remove-brick.yml,11,1,8,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-shared-volume-mount.yml,10,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-snapshot-activate.yml,8,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-snapshot-clone.yml,9,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-snapshot-config.yml,10,1,8,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-snapshot-create.yml,10,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-snapshot-deactivate.yml,8,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-snapshot-delete.yml,14,1,10,2,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-volume-create.yml,16,1,9,1,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-volume-delete.yml,15,1,14,2,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-volume-export-ganesha.yml,10,1,8,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-volume-rebalance.yml,9,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-volume-replace-brick.yml,8,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-volume-set.yml,9,1,8,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-volume-start.yml,9,1,8,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/gluster-volume-stop.yml,9,1,9,1,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/lvchange.yml,9,1,9,1,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/lvconvert.yml,10,1,9,1,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/lvcreate.yml,11,1,10,1,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/lvremove.yml,12,1,10,2,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/mount-in-samba-server.yml,31,1,27,6,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/mount.yml,25,1,24,4,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/move-file-from-local-to-remote.yml,8,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/oc-create.yml,11,1,11,2,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/oc-delete.yml,24,1,24,5,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/pcs-authentication.yml,10,1,10,2,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/pvcreate.yml,18,1,14,2,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/pvextend.yml,10,1,8,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/pvremove.yml,6,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/pvshrink.yml,11,1,9,1,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/redhat_unregister.yml,7,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/replace_smb_conf_volname.yml,26,1,9,2,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/run-script.yml,9,1,9,1,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/samba_for_ctdb.yml,17,1,16,4,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/service_management.yml,7,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/set-pcs-auth-passwd.yml,8,1,8,2,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/set-selinux-labels.yml,12,1,12,2,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/setup-backend-and-deploy-gluster.yml,11,0,0,11,1
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/setup-backend.yml,6,0,0,6,1
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/setup.yml,48,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/setup_ctdb.yml,32,1,27,9,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/shell_cmd.yml,7,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/slice_setup.yml,24,1,22,4,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/sm_register.yml,8,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/snapshot-setup.yml,2,0,0,2,1
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/ssl-gen-keys.yml,24,1,20,6,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/ssl-restart-services.yml,6,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/ssl-vol-set.yml,18,1,19,2,8
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/ssl-vol-start.yml,8,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/subscription_manager.yml,25,1,27,6,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/tear-down-ha-cluster.yml,6,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/thin_lvcreate.yml,9,1,8,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/tune-profile.yml,6,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/umount.yml,11,1,10,2,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/vdo-create.yml,27,1,18,1,13
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/vdo-delete.yml,9,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/vgcreate.yml,16,1,9,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/vgextend.yml,10,1,7,1,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/vgremove.yml,9,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gdeploy/playbooks/yum-operation.yml,18,1,17,4,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gluster-ansible-infra/playbooks/bricks.yml,47,0,0,1,50
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gluster-ansible-infra/playbooks/bricks_vdo.yml,45,0,0,1,46
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gluster-ansible-infra/playbooks/brick_reset.yml,8,1,8,0,0
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/gluster/gluster-ansible-infra/playbooks/create_brick.yml,8,1,8,0,0
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/HCL-TECH-SOFTWARE/connections-automation/playbooks/packer-connections-db2.yml,8,1,4,0,0
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/HCL-TECH-SOFTWARE/connections-automation/playbooks/servers_check.yml,5,1,5,1,1
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/HCL-TECH-SOFTWARE/connections-automation/playbooks/setup-component-pack-complete-development-harbor.yml,10,0,0,5,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/HCL-TECH-SOFTWARE/connections-automation/playbooks/setup-component-pack-complete-harbor.yml,12,0,0,6,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/HCL-TECH-SOFTWARE/connections-automation/playbooks/setup-component-pack-infra-only-development.yml,8,0,0,4,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/HCL-TECH-SOFTWARE/connections-automation/playbooks/setup-component-pack-infra-only.yml,10,0,0,5,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/HCL-TECH-SOFTWARE/connections-automation/playbooks/setup-connections-complete.yml,17,0,0,8,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/check-for-nonvirt-updates.yml,38,4,8,8,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/check-for-updates.yml,26,2,10,5,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/check-host.yml,241,1,253,36,7
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/clear_memcached.yml,6,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/cloud_prep.yml,11,1,10,1,1
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/death_to_postfix.yml,15,1,12,4,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/destroy_cloud_inst.yml,19,1,15,4,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/destroy_virt_inst.yml,36,1,29,7,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/fedmsgupdate.yml,21,0,0,19,1
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/fix_arm_soc.yml,24,2,11,4,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/host_reboot.yml,21,1,22,5,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/host_update.yml,24,2,11,4,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/list-vms-per-host.yml,13,1,12,2,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/rdiff-backup.yml,30,1,32,3,7
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/restart_unbound.yml,11,1,9,1,1
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/rkhunter_only.yml,12,1,11,2,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/rkhunter_update.yml,18,1,17,4,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/run_fasClient.yml,27,3,9,3,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/run_fasClient_simple.yml,19,2,9,2,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/set_root_auth_keys.yml,16,1,15,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/ssh_host_keys.yml,14,1,17,3,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/transient_cloud_instance.yml,59,2,20,6,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/transient_newcloud_instance.yml,65,3,16,6,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/universe_update.yml,52,3,18,6,6
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/update-proxy-dns.yml,51,1,51,11,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/update_dns.yml,6,1,6,1,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/update_grokmirror_repos.yml,10,1,10,1,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/update_ticketkey.yml,29,2,14,3,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/vhost_halt_guests.yml,41,2,12,5,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/vhost_poweroff.yml,49,4,9,5,3
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/vhost_reboot.yml,137,8,15,22,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/vhost_update.yml,67,4,16,8,6
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/henrysher/fedora-infra-ansible/playbooks/vhost_update_reboot.yml,2,0,0,2,1
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/hortonworks/ansible-hortonworks/playbooks/apply_blueprint.yml,13,4,3,0,0
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/hortonworks/ansible-hortonworks/playbooks/check_dynamic_blueprint.yml,98,1,131,19,6
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/hortonworks/ansible-hortonworks/playbooks/configure_ambari.yml,13,4,3,0,0
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/hortonworks/ansible-hortonworks/playbooks/install_ambari.yml,13,3,4,0,0
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/hortonworks/ansible-hortonworks/playbooks/install_cluster.yml,10,0,0,5,2
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/hortonworks/ansible-hortonworks/playbooks/post_install.yml,7,2,4,0,0
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/hortonworks/ansible-hortonworks/playbooks/prepare_nodes.yml,33,5,7,0,0
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/IBM/ansible-power-aix/playbooks/demo_alt_disk.yml,27,1,15,2,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/IBM/ansible-power-aix/playbooks/demo_apache-server.yml,90,2,42,17,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/IBM/ansible-power-aix/playbooks/demo_backup_datavg.yml,96,1,94,14,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/IBM/ansible-power-aix/playbooks/demo_backup_rootvg.yml,117,1,107,14,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/IBM/ansible-power-aix/playbooks/demo_bootstrap.yml,26,2,12,2,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/IBM/ansible-power-aix/playbooks/demo_bootstrap_dnf.yml,40,3,12,3,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/IBM/ansible-power-aix/playbooks/demo_bosboot.yml,39,1,38,4,7
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/IBM/ansible-power-aix/playbooks/demo_dnf.yml,15,1,15,1,8
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/IBM/ansible-power-aix/playbooks/demo_emgr.yml,78,1,78,14,4
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/IBM/ansible-power-aix/playbooks/demo_filesystem.yml,32,1,31,3,6
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/IBM/ansible-power-aix/playbooks/demo_flrtvc.yml,36,1,36,3,7
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/IBM/ansible-power-aix/playbooks/demo_group.yml,37,1,36,5,5
C:/Users/PC/Desktop/mitacs/Projet/ansible/playbooks/projects/IBM/ansible-power-aix/playbooks/demo_inittab.yml,32,1,31,3,7
