Playbook Path,Play Name,Task Name,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name,Filename,Full_Path_and_Filename,GroupID
,,filesystem | Create partition and pv,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,filesystem | Create vg,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,filesystem | create lv,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,filesystem | create fs,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,filesytem | mount dir,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,filesytem | add swap to fstab,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,filesystem | Change permission on directories,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,filesystem | Create directory for oraInventory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Oracle-recommended kernel settings,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Oracle hugepages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Flush Buffer Cache,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,Flush Buffer Cache when hugepages have been changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Try sysctl again,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Oracle-recommended PAM config,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Oracle-recommended security limits,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Oracle-recommended security limits on SLES,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Execute Distribution tasks,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Network | Configure NOZEROCONF,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Network | Setup ip-address for RAC Interconnect,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Network | Bring up eth1,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create stage directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create rsp stage directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,udev | Create udev stage directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Asmlib | Add configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Asmlib | Add configuration (link),#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Asmlib | Enable and start Oracle Asmlib,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Asmlib | Restart Asmlib,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\fusor\catasb\ansible\roles\ssl_setup\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\fusor\catasb\ansible\roles\ssl_setup\tasks\main.yml_main,main
,,Configure SSL,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,Check if SSL certs have already been generated for this instance,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Check if SSL certs have already been generated for this instance locally,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Clone letsencrypt,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Make temporary letsencrypt folder,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Run letsencrypt script for console,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Store SSL certs locally for future instances,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Store SSL certs locally for future instances,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Copy credentials into /tmp,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Copy credentials into /tmp,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-nfv\roles\configuration\switches_config\tasks\main.yml,,,0,0,0,0,0,0,1,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-nfv\roles\configuration\switches_config\tasks\main.yml_main,main
,,Load switch configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create VLANs list,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,"""Include {{ ansible_network_os }} tasks""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\fedmsg\tasks\main.yml,,,0,0,0,1,0,0,1,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\fedmsg\tasks\main.yml_main,main
,,install needed packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,create a /var/run/fedmsg dir with setgid for monitoring.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,setup /etc/fedmsg.d directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,setup basic /etc/fedmsg.d/ contents,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,Remove unwanted files,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,setup /etc/pki/fedmsg directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,install fedmsg ca.cert,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,fedmsg certs,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,fedmsg keys,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,ensure a directory exists for our custom selinux module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,copy over our custom selinux module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,install our custom selinux module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-validations\roles\check_undercloud_conf\tasks\main.yml,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-validations\roles\check_undercloud_conf\tasks\main.yml_main,main
,,Ensure we get needed facts,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,"""Retrieve {{ ansible_env.HOME }}/undercloud.conf content""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Store all properties and file type properties,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Get value from conf file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Check file property point to existing file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,fail if location doesn't exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\bodhi2\backend\tasks\main.yml,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\bodhi2\backend\tasks\main.yml_main,main
,,add ftpsync group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,add ftpsync user,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,install needed packages,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,add apache user to the masher group so it can talk to the monitoring socket,#,#,#,#,#,#,#,#,#,#,#,#,0,1,main,nan_main,main
,,Put pungi configurations in place,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,put owner-sync-pagure in place,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,sync packages from pagure-on-dist-git to koji (all branches),#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,put the koji sync listener script in place,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,put the koji sync listener systemd file in place.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,start the koji sync listener,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,put new-updates-sync in place,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,put bodhi-automated-pushes.py in place,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,put update-fullfiletimelist in place,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,add create-filelist script from quick-fedora-mirror,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set the updates sync cron job,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set the bodhi-automated-pushes cron job,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,directory sizes update cron job.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,bodhi-approve-testing cron job.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,bodhi-check-policies cron job.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,bodhi-clean-old-composes cron job.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,bodhi-expire-overrides cron job.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Install logging.yaml,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Install production.ini,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Install celeryconfig.py,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Install fedora-messaging config,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,make a mnt/koji link,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create /etc/systemd/system/fm-consumer@.service.d,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Configure fm-consumer@.service to run as apache,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Setup the Celery service,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,ensure apache is disabled on the backend,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create /etc/pki/fedora-messaging,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Deploy the fedora-messaging CA,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Deploy the fedora-messaging cert,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Deploy the fedora-messaging key,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,ensure fedora-messaging and celery are enabled and started on the backend,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set up koji profile,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Grant fedmsg user read permission to koji keytab file used by bodhi,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\geerlingguy\ansible-role-nodejs\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\geerlingguy\ansible-role-nodejs\tasks\main.yml_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Define nodejs_install_npm_user,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create npm global directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,, Add npm_config_prefix bin directory to global $PATH.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Ensure npm global packages are installed.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Install packages defined in a given package.json.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\sqlite\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\sqlite\tasks\main.yml_main,main
,,Install,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\dev_setup\playbooks\roles\minishift\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\dev_setup\playbooks\roles\minishift\tasks\main.yml_main,main
,,Is minishift binary present in {{ minishift_dest_dir }},#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Set minishift disk-size {{ disk_size }},#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set minishift disk-size {{ memory }},#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set minishift base device size to {{basedevice_size}},#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Pull down the minishift iso,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Check if the minishift profile exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\snowplow\ansible-playbooks\roles\nodejs\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\snowplow\ansible-playbooks\roles\nodejs\tasks\main.yml_main,main
,,Node.js | Checking installed version of node.js,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,g++ | Installing g++,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Node.js | Fetching node.js source,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Node.js | Unpack node.js tarball,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Node.js | Configure,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Node.js | Make,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Node.js | Make install,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\RedHatGov\redhatgov.workshops\jboss-migration-toolkit\roles\openshift_templates\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\RedHatGov\redhatgov.workshops\jboss-migration-toolkit\roles\openshift_templates\tasks\main.yml_main,main
,,Make sure you have Git installed,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Name for git module.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\odoo-role\tasks\main.yml,,,0,1,1,1,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\odoo-role\tasks\main.yml_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Install system packages,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,Install libjpeg-dev,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Check if wkhtmltopdf is installed,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Download and install wkhtmltopdf only if not already present at any version,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Create Odoo directories,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create log dir,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create log file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Add Python Magic to requirements,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Install Odoo python requirements,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Install nodejs packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Install Less CSS via nodejs,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create node symlink,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Install Odoo,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Populate community db modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Populate community shared modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Join db + shared community modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Populate core db modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Populate core shared modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Join db + shared core modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Join core + community modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create unique list of modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Check server wide configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Add Odoo config,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,"Check if Odoo database has been initialized (""0"" false, ""1"" true)",#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,"""Init Odoo database(s): {{ odoo_role_odoo_dbs }}""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Force update odoo modules,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,Update in Odoo pip upgraded community modules,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,Build the list of new modules to install,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,Install only new Odoo modules,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,Set ribbon name for test dbs,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Disable ribbon name for prod dbs,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Install development environment pip packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\oauth2_proxy\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\oauth2_proxy\tasks\main.yml_main,main
,,create application user,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,set oauth2_proxy app dir permissions,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,set oauth2_proxy conf dir permissions,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\adriagalin\ansible.motd\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\adriagalin\ansible.motd\tasks\main.yml_main,main
,,Remove default motd configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create backup folder,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Check if we need to move files,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Move files to backup folder,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Restore default motd configuration from backups folder,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Add 99-footer file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Delete 99-footer file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Add dynamic message before motd,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Remove dynamic message before motd,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Delete /etc/motd file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Check motd tail supported,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Add motd tail,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Add motd,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\roots\trellis\roles\ssmtp\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\roots\trellis\roles\ssmtp\tasks\main.yml_main,main
,,Install ssmtp,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,ssmtp configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,ssmtp revaliases configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\roles\postscreen\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\roles\postscreen\tasks\main.yml_main,main
,,Import DebOps global handlers,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Generate Postscreen configuration files,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Make sure that Ansible local facts directory exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Save Postscreen local facts,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Update Ansible facts if they were modified,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\theforeman\forklift\roles\plugins\foreman_openscap\install\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\theforeman\forklift\roles\plugins\foreman_openscap\install\tasks\main.yml_main,main
,,Install openscap plugin,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Install foreman openscap puppet module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\docker-postgres-barman\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\docker-postgres-barman\tasks\main.yml_main,main
,,Ensure docker postgres barman directories exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Copy docker postgres barman barman.conf file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Copy docker postgres barman crontab file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Copy docker postgres barman barman.d directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Restart docker postgres barman container,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Run docker postgres barman container,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\dimagi\commcare-cloud\src\commcare_cloud\ansible\roles\cloudwatch_logs\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\dimagi\commcare-cloud\src\commcare_cloud\ansible\roles\cloudwatch_logs\tasks\main.yml_main,main
,,Configure and start cloudwatch agent,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,Check if cloudwatch-agent-ctl exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,install cwa if check command fails,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Create cloudwatch logs config,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Ensure cloudwatch agent enabled,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ConnectBox\connectbox-pi\ansible\roles\ansible-postgresql\tasks\main.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ConnectBox\connectbox-pi\ansible\roles\ansible-postgresql\tasks\main.yml_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Set version fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set OS-specific variables,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set pgdata fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set conf dir fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Create conf.d,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Check for conf.d include in postgresql.conf,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set conf.d include in postgresql.conf,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Include 25ansible_postgresql.conf in postgresql.conf,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set config options,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Install pg_hba.conf,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
